0,2022-05-24 00:00:00.132858,38693000.0
1,2022-05-24 00:00:01.185513,38691500.0
2,2022-05-24 00:00:02.251079,38693000.0
3,2022-05-24 00:00:03.470084,38693000.0
4,2022-05-24 00:00:04.518284,38693000.0
5,2022-05-24 00:00:05.575406,38692500.0
6,2022-05-24 00:00:06.621944,38690500.0
7,2022-05-24 00:00:07.682368,38690500.0
8,2022-05-24 00:00:08.741909,38688500.0
9,2022-05-24 00:00:09.790892,38688500.0
10,2022-05-24 00:00:10.858984,38684000.0
11,2022-05-24 00:00:11.908803,38688000.0
12,2022-05-24 00:00:12.954319,38688000.0
13,2022-05-24 00:00:14.007804,38689000.0
14,2022-05-24 00:00:15.054561,38689000.0
15,2022-05-24 00:00:16.103366,38687500.0
16,2022-05-24 00:00:17.164424,38674000.0
17,2022-05-24 00:00:18.225814,38674000.0
18,2022-05-24 00:00:19.287987,38674000.0
19,2022-05-24 00:00:20.333183,38685500.0
20,2022-05-24 00:00:21.409962,38685000.0
21,2022-05-24 00:00:22.462087,38685000.0
22,2022-05-24 00:00:23.511729,38688000.0
23,2022-05-24 00:00:24.563794,38687500.0
24,2022-05-24 00:00:25.612398,38681000.0
25,2022-05-24 00:00:26.656577,38681000.0
26,2022-05-24 00:00:27.709114,38671000.0
27,2022-05-24 00:00:28.754712,38674500.0
28,2022-05-24 00:00:29.801365,38674000.0
29,2022-05-24 00:00:30.854764,38686000.0
30,2022-05-24 00:00:31.899569,38685500.0
31,2022-05-24 00:00:32.953383,38687500.0
32,2022-05-24 00:00:33.999879,38687500.0
33,2022-05-24 00:00:35.050135,38688000.0
34,2022-05-24 00:00:36.116902,38683500.0
35,2022-05-24 00:00:37.184802,38684500.0
36,2022-05-24 00:00:38.238546,38688000.0
37,2022-05-24 00:00:39.286614,38679500.0
38,2022-05-24 00:00:40.330744,38685000.0
39,2022-05-24 00:00:41.378468,38686000.0
40,2022-05-24 00:00:42.432587,38688000.0
41,2022-05-24 00:00:43.478646,38686500.0
42,2022-05-24 00:00:44.522564,38688000.0
43,2022-05-24 00:00:45.566532,38686000.0
44,2022-05-24 00:00:46.618987,38686000.0
45,2022-05-24 00:00:47.866174,38686000.0
46,2022-05-24 00:00:48.914326,38686500.0
47,2022-05-24 00:00:49.961493,38687000.0
48,2022-05-24 00:00:51.015379,38685000.0
49,2022-05-24 00:00:52.068128,38686000.0
50,2022-05-24 00:00:53.113996,38686500.0
51,2022-05-24 00:00:54.154681,38688000.0
52,2022-05-24 00:00:55.198437,38688000.0
53,2022-05-24 00:00:56.241025,38686000.0
54,2022-05-24 00:00:57.301259,38686000.0
55,2022-05-24 00:00:58.345078,38686000.0
56,2022-05-24 00:00:59.397847,38686000.0
57,2022-05-24 00:01:00.463896,38685000.0
58,2022-05-24 00:01:01.518812,38683500.0
59,2022-05-24 00:01:02.605546,38685500.0
60,2022-05-24 00:01:03.667232,38686000.0
61,2022-05-24 00:01:04.715206,38686000.0
62,2022-05-24 00:01:05.816759,38683000.0
63,2022-05-24 00:01:07.054616,38681500.0
